Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,1497.0,1524.0,1484.949951171875,1514.4000244140625,1360.57470703125,446063
2013-01-02,1518.800048828125,1566.0,1518.800048828125,1557.4000244140625,1399.2069091796875,801361
2013-01-03,1567.0,1567.0,1540.300048828125,1543.300048828125,1386.5390625,584243
2013-01-04,1542.0,1558.9000244140625,1539.5,1545.449951171875,1388.4705810546875,361754
2013-01-07,1553.5,1601.75,1553.5,1584.5999755859375,1423.6439208984375,951298
2013-01-08,1593.9000244140625,1594.0,1571.0,1574.8499755859375,1414.88427734375,640368
2013-01-09,1570.0,1595.4000244140625,1561.5999755859375,1569.5999755859375,1410.1676025390625,671715
2013-01-10,1576.0999755859375,1589.0,1564.1500244140625,1572.300048828125,1412.593505859375,911264
2013-01-11,1572.0,1592.949951171875,1557.699951171875,1565.25,1406.2593994140625,812488
2013-01-14,1570.0,1578.0,1531.0,1539.0999755859375,1382.7655029296875,1491642
2013-01-15,1545.0,1564.9000244140625,1543.199951171875,1546.0,1388.9647216796875,693345
2013-01-16,1540.0,1560.0,1482.300048828125,1493.199951171875,1341.528076171875,1202364
2013-01-17,1486.0999755859375,1521.699951171875,1486.0999755859375,1494.0999755859375,1342.336669921875,986779
2013-01-18,1507.800048828125,1564.199951171875,1502.5,1547.449951171875,1390.267333984375,1741932
2013-01-21,1555.0,1582.800048828125,1550.75,1574.5999755859375,1414.65966796875,1538191
2013-01-22,1581.0,1594.9000244140625,1567.050048828125,1570.0999755859375,1410.6170654296875,930310
2013-01-23,1584.0,1586.3499755859375,1565.199951171875,1573.699951171875,1413.8511962890625,841493
2013-01-24,1576.0,1578.0,1528.699951171875,1538.800048828125,1382.495849609375,575646
2013-01-25,1549.0,1606.0,1542.25,1599.449951171875,1436.985595703125,2993882
2013-01-28,1621.0,1633.9000244140625,1600.5,1608.1500244140625,1444.8018798828125,1157319
2013-01-29,1608.0,1628.0,1588.0,1593.050048828125,1431.2359619140625,703176
2013-01-30,1603.949951171875,1622.75,1596.0,1601.9000244140625,1439.186767578125,649445
2013-01-31,1594.0,1616.0,1578.050048828125,1581.5999755859375,1420.9486083984375,933230
2013-02-01,1585.199951171875,1621.800048828125,1580.0,1609.699951171875,1446.1943359375,895967
2013-02-04,1612.0,1616.800048828125,1591.0,1599.4000244140625,1436.9407958984375,416405
2013-02-05,1593.0,1610.5,1590.0,1600.3499755859375,1437.794189453125,491977
2013-02-06,1610.0,1639.0,1610.0,1627.8499755859375,1462.500732421875,1082611
2013-02-07,1626.949951171875,1628.9000244140625,1614.4000244140625,1622.3499755859375,1457.5594482421875,480018
2013-02-08,1625.0,1631.9000244140625,1577.1500244140625,1587.699951171875,1426.428955078125,659412
2013-02-11,1593.699951171875,1594.9000244140625,1555.8499755859375,1558.800048828125,1400.464599609375,361453
2013-02-12,1561.550048828125,1584.0,1548.1500244140625,1558.949951171875,1400.599365234375,442763
2013-02-13,1559.699951171875,1570.0,1530.0,1532.449951171875,1376.791259765625,598533
2013-02-14,1515.0999755859375,1518.449951171875,1476.3499755859375,1485.25,1334.3856201171875,1655638
2013-02-15,1477.25,1485.0,1463.5,1475.050048828125,1325.221435546875,688998
2013-02-18,1476.0,1485.0,1466.5,1479.800048828125,1329.4891357421875,457163
2013-02-19,1471.25,1524.800048828125,1463.300048828125,1511.25,1357.74462890625,814306
2013-02-20,1503.25,1511.25,1482.3499755859375,1508.300048828125,1355.094482421875,639004
2013-02-21,1494.0,1507.9000244140625,1450.1500244140625,1467.5,1318.4385986328125,957074
2013-02-22,1463.4000244140625,1467.0,1430.0999755859375,1438.4000244140625,1292.2945556640625,648683
2013-02-25,1442.0,1459.9000244140625,1438.25,1444.0999755859375,1297.415283203125,399084
2013-02-26,1440.0,1440.0,1391.0999755859375,1404.300048828125,1261.657958984375,686212
2013-02-27,1400.0,1429.8499755859375,1377.199951171875,1408.550048828125,1265.476318359375,504783
2013-02-28,1415.300048828125,1418.800048828125,1340.300048828125,1354.3499755859375,1216.7816162109375,2957853
2013-03-01,1364.0,1436.4000244140625,1362.25,1424.4000244140625,1279.7164306640625,935306
2013-03-04,1408.0999755859375,1416.800048828125,1390.9000244140625,1398.75,1256.671875,277745
2013-03-05,1395.0,1444.800048828125,1395.0,1430.75,1285.4212646484375,620394
2013-03-06,1434.449951171875,1442.199951171875,1411.300048828125,1424.449951171875,1279.7611083984375,436690
2013-03-07,1419.5,1454.800048828125,1409.8499755859375,1449.3499755859375,1302.1319580078125,425637
2013-03-08,1460.0,1473.949951171875,1415.9000244140625,1428.949951171875,1283.80419921875,756489
2013-03-11,1438.9000244140625,1448.0,1414.0,1417.949951171875,1273.9215087890625,372123
2013-03-12,1410.6500244140625,1430.0,1401.699951171875,1417.0,1273.0679931640625,423192
2013-03-13,1404.0,1413.699951171875,1371.0,1374.25,1234.660400390625,328461
2013-03-14,1372.0,1424.9000244140625,1360.75,1418.800048828125,1274.685302734375,627771
2013-03-15,1424.0,1427.800048828125,1387.5999755859375,1406.699951171875,1263.814208984375,444509
2013-03-18,1390.0,1393.9000244140625,1355.6500244140625,1361.050048828125,1222.8011474609375,369621
2013-03-19,1366.0,1382.800048828125,1335.050048828125,1364.6500244140625,1226.035400390625,677734
2013-03-20,1355.0,1374.0,1332.0,1342.5999755859375,1206.22509765625,454199
2013-03-21,1343.0,1357.699951171875,1288.0,1306.949951171875,1174.196044921875,707612
2013-03-22,1313.800048828125,1323.0,1295.5,1305.550048828125,1172.9385986328125,719856
2013-03-25,1321.0,1330.0,1276.4000244140625,1285.199951171875,1154.655517578125,336083
2013-03-26,1275.199951171875,1297.9000244140625,1266.0999755859375,1293.25,1161.8880615234375,303740
2013-03-28,1287.0,1315.800048828125,1271.699951171875,1281.199951171875,1151.06201171875,840376
2013-04-01,1280.0,1288.4000244140625,1262.0,1283.800048828125,1153.39794921875,280418
2013-04-02,1275.0,1315.8499755859375,1260.0,1307.800048828125,1174.9600830078125,798827
2013-04-03,1295.0,1328.4000244140625,1295.0,1303.5,1171.096923828125,361668
2013-04-04,1292.0,1329.5,1282.0,1311.0999755859375,1177.9246826171875,385661
2013-04-05,1327.0,1424.0,1327.0,1406.300048828125,1263.454833984375,1681662
2013-04-08,1402.199951171875,1424.0,1381.25,1420.1500244140625,1275.8980712890625,781175
2013-04-09,1426.0,1442.0,1401.0,1407.4000244140625,1264.4429931640625,682014
2013-04-10,1413.0999755859375,1417.6500244140625,1384.25,1412.5999755859375,1269.1148681640625,479132
2013-04-11,1414.0,1432.0,1397.800048828125,1428.050048828125,1282.99560546875,506487
2013-04-12,1420.0,1430.0,1402.1500244140625,1408.449951171875,1265.3863525390625,245123
2013-04-15,1400.0,1444.9000244140625,1396.3499755859375,1422.9000244140625,1278.368896484375,358385
2013-04-16,1415.0,1487.9000244140625,1415.0,1482.050048828125,1331.510498046875,620229
2013-04-17,1486.0999755859375,1504.800048828125,1467.0999755859375,1494.5,1342.6961669921875,422625
2013-04-18,1485.300048828125,1533.449951171875,1485.300048828125,1524.5999755859375,1369.738525390625,540860
2013-04-22,1528.0,1553.8499755859375,1525.9000244140625,1540.449951171875,1383.978515625,352370
2013-04-23,1541.0,1544.199951171875,1515.1500244140625,1536.3499755859375,1380.2950439453125,288841
2013-04-25,1541.9000244140625,1599.25,1541.9000244140625,1590.949951171875,1429.34912109375,775649
2013-04-26,1590.949951171875,1693.0,1567.5,1673.1500244140625,1503.199462890625,3505606
2013-04-29,1675.8499755859375,1704.3499755859375,1675.8499755859375,1683.5,1512.4984130859375,897487
2013-04-30,1690.0,1697.0,1655.8499755859375,1669.5999755859375,1500.010009765625,400577
2013-05-02,1642.0,1709.699951171875,1642.0,1679.800048828125,1509.174072265625,877894
2013-05-03,1682.75,1699.5,1661.5999755859375,1665.4000244140625,1496.23681640625,575722
2013-05-06,1669.0,1699.0,1657.4000244140625,1692.4000244140625,1520.4942626953125,414868
2013-05-07,1700.0,1707.1500244140625,1683.800048828125,1692.800048828125,1520.8536376953125,462187
2013-05-08,1697.0,1697.0,1674.0,1680.8499755859375,1510.1171875,306652
2013-05-09,1682.25,1684.0,1655.9000244140625,1660.1500244140625,1491.5198974609375,344448
2013-05-10,1675.0,1734.9000244140625,1673.0,1727.949951171875,1552.4332275390625,1228156
2013-05-13,1740.0,1740.0,1698.8499755859375,1705.0,1531.8143310546875,347596
2013-05-14,1706.0,1715.9000244140625,1691.5,1703.9000244140625,1530.825927734375,300610
2013-05-15,1719.75,1758.0,1711.800048828125,1739.050048828125,1562.4056396484375,653485
2013-05-16,1730.0999755859375,1749.800048828125,1722.300048828125,1728.199951171875,1552.65771484375,289810
2013-05-17,1730.0,1741.25,1700.699951171875,1708.699951171875,1535.1385498046875,288440
2013-05-20,1715.0,1774.4000244140625,1715.0,1742.25,1565.2806396484375,549253
2013-05-21,1742.3499755859375,1744.550048828125,1691.5999755859375,1697.4000244140625,1524.9864501953125,559417
2013-05-22,1705.0,1714.6500244140625,1682.0,1687.5999755859375,1516.1820068359375,419210
2013-05-23,1680.0,1687.449951171875,1586.0999755859375,1647.5,1480.1549072265625,1072941
2013-05-24,1650.4000244140625,1777.0,1614.0,1674.9000244140625,1504.771728515625,743669
2013-05-27,1670.0,1670.0,1633.699951171875,1648.75,1481.278076171875,584287
2013-05-28,1650.050048828125,1669.0,1650.050048828125,1655.0999755859375,1486.98291015625,333797
2013-05-29,1650.0,1661.800048828125,1620.6500244140625,1634.1500244140625,1468.160888671875,457835
2013-05-30,1623.0,1646.0,1603.3499755859375,1637.5,1471.170654296875,593474
2013-05-31,1625.0999755859375,1652.9000244140625,1598.1500244140625,1605.5999755859375,1442.5107421875,410598
2013-06-03,1599.949951171875,1599.949951171875,1548.3499755859375,1568.550048828125,1409.2244873046875,432366
2013-06-04,1555.6500244140625,1588.75,1539.300048828125,1546.800048828125,1389.6837158203125,431388
2013-06-05,1550.0999755859375,1576.300048828125,1533.25,1568.25,1408.954833984375,621196
2013-06-06,1558.800048828125,1598.800048828125,1550.0,1587.0999755859375,1425.89013671875,498248
2013-06-07,1565.0,1583.5,1545.0,1554.9000244140625,1396.9608154296875,780953
2013-06-10,1575.0,1580.949951171875,1510.1500244140625,1521.8499755859375,1367.267822265625,503982
2013-06-11,1512.0,1521.0,1481.0,1490.449951171875,1339.0572509765625,675122
2013-06-12,1486.0,1490.0,1461.9000244140625,1479.6500244140625,1329.3546142578125,469660
2013-06-13,1459.0,1461.5,1430.0,1456.5999755859375,1308.6453857421875,690959
2013-06-14,1482.0,1520.0,1471.6500244140625,1514.1500244140625,1360.3499755859375,383703
2013-06-17,1535.0999755859375,1551.4000244140625,1505.0999755859375,1535.25,1379.3065185546875,533292
2013-06-18,1535.0,1547.0,1521.0,1538.550048828125,1382.2716064453125,529919
2013-06-19,1529.199951171875,1549.5,1524.0,1543.75,1386.9432373046875,389004
2013-06-20,1520.0,1540.9000244140625,1493.25,1525.1500244140625,1370.232421875,505078
2013-06-21,1520.0,1559.9000244140625,1511.75,1554.6500244140625,1396.736328125,433570
2013-06-24,1546.0,1572.0,1531.800048828125,1544.449951171875,1387.5721435546875,707604
2013-06-25,1540.0,1557.199951171875,1502.25,1545.199951171875,1388.2462158203125,484805
2013-06-26,1546.199951171875,1557.9000244140625,1513.5999755859375,1544.75,1387.841796875,408512
2013-06-27,1560.0,1565.0,1511.199951171875,1521.199951171875,1366.683837890625,493875
2013-06-28,1540.0,1549.199951171875,1517.0999755859375,1537.75,1381.5526123046875,444718
2013-07-01,1540.0,1622.4000244140625,1515.0,1605.449951171875,1442.376220703125,856025
2013-07-02,1590.5,1619.0,1572.5,1578.6500244140625,1418.298095703125,589430
2013-07-03,1561.0,1581.0,1555.6500244140625,1560.949951171875,1402.3961181640625,173724
2013-07-04,1570.0,1577.0,1533.050048828125,1557.3499755859375,1399.1617431640625,278194
2013-07-05,1571.0,1575.0,1549.0,1554.550048828125,1396.646240234375,273858
2013-07-08,1545.0,1563.0,1530.0,1551.050048828125,1393.5018310546875,311166
2013-07-09,1544.0,1549.0,1521.0,1543.8499755859375,1387.033203125,467745
2013-07-10,1537.050048828125,1549.6500244140625,1530.0,1543.5,1386.718994140625,344394
2013-07-11,1560.0,1579.0999755859375,1497.25,1505.550048828125,1352.6236572265625,543696
2013-07-12,1495.0,1505.050048828125,1438.5,1447.949951171875,1300.8741455078125,945429
2013-07-15,1449.0,1465.0,1433.1500244140625,1446.5999755859375,1299.661376953125,522612
2013-07-16,1429.0,1429.9000244140625,1401.0,1411.25,1267.90185546875,817379
2013-07-17,1412.25,1432.800048828125,1401.5,1421.1500244140625,1276.7965087890625,1141103
2013-07-18,1415.0,1456.0,1407.199951171875,1445.550048828125,1298.7181396484375,714436
2013-07-19,1450.25,1462.0,1432.0999755859375,1451.5,1304.0635986328125,403857
2013-07-22,1437.0,1466.5,1435.0,1448.449951171875,1301.323486328125,324022
2013-07-23,1442.300048828125,1464.0,1439.699951171875,1448.699951171875,1301.548095703125,451305
2013-07-24,1437.0,1443.800048828125,1402.0999755859375,1416.050048828125,1272.2144775390625,405613
2013-07-25,1420.4000244140625,1452.1500244140625,1402.25,1414.0,1270.372802734375,1896090
2013-07-26,1448.0,1448.0,1352.699951171875,1375.4000244140625,1235.693603515625,1226137
2013-07-29,1375.0,1378.0999755859375,1335.800048828125,1348.199951171875,1211.2564697265625,710715
2013-07-30,1349.9000244140625,1362.800048828125,1340.5,1342.4000244140625,1206.04541015625,459744
2013-07-31,1336.0,1336.0,1292.0,1326.300048828125,1191.580810546875,500776
2013-08-01,1326.0,1359.5999755859375,1322.25,1340.300048828125,1204.1588134765625,797570
2013-08-02,1358.0,1363.8499755859375,1327.6500244140625,1337.699951171875,1201.8228759765625,360939
2013-08-05,1345.25,1361.800048828125,1332.050048828125,1343.9000244140625,1207.39306640625,178344
2013-08-06,1330.0,1358.75,1309.25,1331.949951171875,1196.656982421875,301434
2013-08-07,1345.0,1349.9000244140625,1302.0,1330.8499755859375,1195.668701171875,456603
2013-08-08,1331.0999755859375,1392.4000244140625,1331.0999755859375,1385.050048828125,1244.363525390625,1398921
2013-08-12,1392.25,1409.0,1372.199951171875,1380.199951171875,1240.005859375,700028
2013-08-13,1355.0,1412.8499755859375,1355.0,1396.949951171875,1262.37158203125,1031827
2013-08-14,1398.0,1424.0,1385.0,1391.199951171875,1257.17529296875,530381
