Date,Close
2015-01-04,1208.0999755859375
2015-01-05,1191.2999877929688
2015-01-06,1190.3000081380208
2015-01-07,1184.9750061035156
2015-01-08,1178.75
2015-01-09,1172.0749918619792
2015-01-10,1163.80712890625
2015-01-11,1146.7928466796875
2015-01-12,1130.9785679408483
2015-01-13,1114.0657104492188
2015-01-14,1100.7828595842634
2015-01-15,1090.5371547154018
2015-01-16,1083.3285958426338
2015-01-17,1080.4928937639509
2015-01-18,1082.1300415039063
2015-01-19,1088.2400390625
2015-01-20,1094.3500366210938
2015-01-21,1100.4600341796875
2015-01-22,1106.5700317382812
2015-01-23,1112.680029296875
2015-01-24,1118.7900268554688
2015-01-25,1124.9000244140625
2015-01-26,1131.0100219726562
2015-01-27,1137.12001953125
2015-01-28,1143.2300170898438
2015-01-29,1149.3400146484375
2015-01-30,1155.4500122070312
2015-01-31,1161.560009765625
2015-02-01,1167.6700073242187
2015-02-02,1185.7928553989955
2015-02-03,1193.2571323939733
2015-02-04,1198.8771344866072
2015-02-05,1203.1385620117187
2015-02-06,1206.041414969308
2015-02-07,1203.6285574776787
2015-02-08,1198.164271763393
2015-02-09,1177.635707310268
2015-02-10,1167.5499965122767
2015-02-11,1158.25
2015-02-12,1137.778564453125
2015-02-13,1119.42379906064
2015-02-14,1107.1428397042412
2015-02-15,1098.6714041573662
2015-02-16,1094.009492420015
2015-02-17,1090.3213936941963
2015-02-18,1088.449951171875
2015-02-19,1099.8666178385417
2015-02-20,1111.2832845052083
2015-02-21,1122.699951171875
2015-02-22,1134.1166178385417
2015-02-23,1145.5332845052083
2015-02-24,1156.949951171875
2015-02-25,1168.3666178385417
2015-02-26,1179.7832845052083
2015-02-27,1191.199951171875
2015-02-28,1202.6166178385415
2015-03-01,1214.0332845052083
2015-03-02,1225.449951171875
2015-03-03,1227.278529575893
2015-03-04,1226.5571056547617
2015-03-05,1223.285679408482
2015-03-06,1217.4642508370537
2015-03-07,1203.2047322591145
2015-03-08,1180.507123674665
2015-03-09,1161.0785522460938
2015-03-10,1148.9285452706474
2015-03-11,1137.0190168108259
2015-03-12,1118.5285382952009
2015-03-13,1102.3319403200733
2015-03-14,1094.317310566805
2015-03-15,1094.4846490353955
2015-03-16,1091.1268285634567
2015-03-17,1089.8224101163903
2015-03-18,1090.5713936941963
2015-03-19,1100.1952078683037
2015-03-20,1109.8190220424108
2015-03-21,1119.442836216518
2015-03-22,1129.066650390625
2015-03-23,1138.690464564732
2015-03-24,1148.3142787388392
2015-03-25,1157.9380929129463
2015-03-26,1167.5619070870537
2015-03-27,1177.1857212611608
2015-03-28,1186.809535435268
2015-03-29,1196.433349609375
2015-03-30,1206.057163783482
2015-03-31,1215.6809779575892
2015-04-01,1225.3047921316963
2015-04-02,1234.9286063058037
2015-04-03,1234.1490079918688
2015-04-04,1231.0088700275032
2015-04-05,1225.5081924127073
2015-04-06,1216.9326807138873
2015-04-07,1200.9680474728955
2015-04-08,1177.614292689732
2015-04-09,1157.1571393694196
2015-04-10,1144.721426827567
2015-04-11,1132.2642822265625
2015-04-12,1117.6499895368304
2015-04-13,1105.6334448792882
2015-04-14,1100.528935712083
2015-04-15,1102.3364620352152
2015-04-16,1100.770300843662
2015-04-17,1101.1090253098569
2015-04-18,1103.3526354337994
2015-04-19,1109.6368472450658
2015-04-20,1115.9210590563323
2015-04-21,1122.2052708675988
2015-04-22,1128.4894826788652
2015-04-23,1134.7736944901317
2015-04-24,1141.057906301398
2015-04-25,1147.3421181126646
2015-04-26,1153.626329923931
2015-04-27,1159.9105417351973
2015-04-28,1166.1947535464637
2015-04-29,1172.4789653577302
2015-04-30,1178.763177168997
2015-05-01,1185.0473889802631
2015-05-02,1198.7338527593397
2015-05-03,1202.0797183388156
2015-05-04,1204.3349769993833
2015-05-05,1205.499628741042
2015-05-06,1202.1379784605558
2015-05-07,1192.0142909458705
2015-05-08,1175.1285661969866
2015-05-09,1153.6857038225446
2015-05-10,1145.4285539899554
2015-05-11,1132.5499877929688
2015-05-12,1120.6459167895673
2015-05-13,1113.152036082988
2015-05-14,1112.3040808852836
2015-05-15,1118.102051196455
2015-05-16,1120.938795440051
2015-05-17,1120.8143136160713
2015-05-18,1126.2857433500744
2015-05-19,1131.7571730840773
2015-05-20,1137.2286028180804
2015-05-21,1142.7000325520833
2015-05-22,1148.1714622860861
2015-05-23,1153.6428920200892
2015-05-24,1159.1143217540923
2015-05-25,1164.5857514880952
2015-05-26,1170.0571812220983
2015-05-27,1175.5286109561014
2015-05-28,1181.0000406901042
2015-05-29,1186.471470424107
2015-05-30,1191.94290015811
2015-05-31,1197.4143298921133
2015-06-01,1202.8857596261162
2015-06-02,1209.6612673389668
2015-06-03,1205.6837066857993
2015-06-04,1208.7102274992028
2015-06-05,1206.9122688137757
2015-06-06,1203.0898184224861
2015-06-07,1197.242876325335
2015-06-08,1178.800005231585
2015-06-09,1162.3142874581474
2015-06-10,1159.8428693498884
2015-06-11,1141.1285836356026
2015-06-12,1127.335716029576
2015-06-13,1115.6642787388394
2015-06-14,1106.114271763393
2015-06-15,1109.2571323939733
2015-06-16,1109.2357003348213
2015-06-17,1106.0499755859375
2015-06-18,1112.1999755859374
2015-06-19,1118.3499755859375
2015-06-20,1124.4999755859374
2015-06-21,1130.6499755859375
2015-06-22,1136.7999755859375
2015-06-23,1142.9499755859374
2015-06-24,1149.0999755859375
2015-06-25,1155.2499755859374
2015-06-26,1161.3999755859375
2015-06-27,1167.5499755859375
2015-06-28,1173.6999755859374
2015-06-29,1179.8499755859375
2015-06-30,1185.9999755859374
2015-07-01,1192.1499755859375
2015-07-02,1197.4214041573662
2015-07-03,1201.8142613002233
2015-07-04,1205.328547014509
2015-07-05,1203.9356968470981
2015-07-06,1199.521418108259
2015-07-07,1192.0857107979912
2015-07-08,1175.4428536551338
2015-07-09,1162.721426827567
2015-07-10,1153.92143031529
2015-07-11,1139.9357212611608
2015-07-12,1124.7928641183037
2015-07-13,1112.7357212611607
2015-07-14,1103.7642926897322
2015-07-15,1104.0642996651784
2015-07-16,1101.385733468192
2015-07-17,1095.7285940987724
2015-07-18,1096.2000244140625
2015-07-19,1102.8000244140626
2015-07-20,1109.4000244140625
2015-07-21,1116.0000244140626
2015-07-22,1122.6000244140625
2015-07-23,1129.2000244140625
2015-07-24,1135.8000244140626
2015-07-25,1142.4000244140625
2015-07-26,1149.0000244140626
2015-07-27,1155.6000244140625
2015-07-28,1162.2000244140625
2015-07-29,1168.8000244140626
2015-07-30,1175.4000244140625
2015-07-31,1182.0000244140626
2015-08-01,1188.6000244140625
2015-08-02,1194.0047839936758
2015-08-03,1198.2143031529017
2015-08-04,1201.228581891741
2015-08-05,1201.3000034877234
2015-08-06,1198.1571358816964
2015-08-07,1192.6571393694196
2015-08-08,1183.1499982561384
2015-08-09,1170.8309529622397
2015-08-10,1162.2357090541295
2015-08-11,1149.0071411132812
2015-08-12,1132.892865862165
2015-08-13,1120.0478794642856
2015-08-14,1109.6150216238839
2015-08-15,1103.244308035714
2015-08-16,1100.9357386997767
2015-08-17,1096.153608049665
2015-08-18,1097.255041503906
2015-08-19,1104.2400390625
2015-08-20,1111.2250366210938
2015-08-21,1118.2100341796875
2015-08-22,1125.1950317382814
2015-08-23,1132.1800292968749
2015-08-24,1139.1650268554688
2015-08-25,1146.1500244140625
2015-08-26,1153.1350219726562
2015-08-27,1160.1200195312501
2015-08-28,1167.1050170898436
2015-08-29,1174.0900146484375
2015-08-30,1181.0750122070312
2015-08-31,1188.060009765625
2015-09-01,1195.045007324219
2015-09-02,1204.5750122070312
2015-09-03,1202.4785853794642
2015-09-04,1203.2700090680805
2015-09-05,1201.8992954799107
2015-09-06,1198.3664446149555
2015-09-07,1191.221444266183
2015-09-08,1179.02144077846
2015-09-09,1159.221426827567
2015-09-10,1157.778573172433
2015-09-11,1142.6785801478795
2015-09-12,1127.2714320591517
2015-09-13,1114.128564453125
2015-09-14,1104.6999895368303
2015-09-15,1100.4285609654019
2015-09-16,1101.3142787388392
2015-09-17,1095.5714111328125
2015-09-18,1100.6999755859376
2015-09-19,1108.3999755859375
2015-09-20,1116.0999755859375
2015-09-21,1123.7999755859375
2015-09-22,1131.4999755859374
2015-09-23,1139.1999755859376
2015-09-24,1146.8999755859375
2015-09-25,1154.5999755859375
2015-09-26,1162.2999755859375
2015-09-27,1169.9999755859374
2015-09-28,1177.6999755859376
2015-09-29,1185.3999755859375
2015-09-30,1193.0999755859375
2015-10-01,1200.7999755859375
2015-10-02,1208.4999755859374
2015-10-03,1204.8856898716517
2015-10-04,1206.5285470145088
2015-10-05,1205.7499755859374
2015-10-06,1202.5499755859375
2015-10-07,1194.1928292410714
2015-10-08,1177.0928257533483
2015-10-09,1159.6499720982142
2015-10-10,1150.8999720982142
2015-10-11,1134.2713971819196
2015-10-12,1116.8071114676338
2015-10-13,1101.6567714976616
2015-10-14,1091.55609504544
2015-10-15,1090.0907929089606
2015-10-16,1088.8608581127764
2015-10-17,1090.1448725486287
2015-10-18,1093.942836216518
2015-10-19,1100.8904564267111
2015-10-20,1107.8380766369048
2015-10-21,1114.7856968470983
2015-10-22,1121.7333170572917
2015-10-23,1128.6809372674852
2015-10-24,1135.6285574776787
2015-10-25,1142.576177687872
2015-10-26,1149.5237978980656
2015-10-27,1156.4714181082588
2015-10-28,1163.4190383184523
2015-10-29,1170.3666585286458
2015-10-30,1177.3142787388392
2015-10-31,1184.2618989490327
2015-11-01,1191.2095191592264
2015-11-02,1198.1571393694196
2015-11-03,1194.355092574139
2015-11-04,1191.8819571774022
2015-11-05,1190.737733179209
2015-11-06,1188.1295738998724
2015-11-07,1179.3646082456419
2015-11-08,1164.442836216518
2015-11-09,1147.942836216518
2015-11-10,1139.8571254185267
2015-11-11,1128.1071254185267
2015-11-12,1112.921421595982
2015-11-13,1099.378563902432
2015-11-14,1092.171423431626
2015-11-15,1091.3000001835644
2015-11-16,1092.1857157542292
2015-11-17,1095.58571997621
2015-11-18,1101.5000128495067
